['contig-0092817', 5843295]
['contig-0026606', 18721]
['contig-0035823', 18721]
['contig-0058045', 18721]
['contig-0079051', 18721]
['contig-0085592', 18721]
['contig-0048067', 18720]
['contig-0082576', 18720]
['contig-0123286', 18720]
['contig-0003540', 18719]
['contig-0041073', 18719]
['contig-0059730', 18719]
['contig-0063001', 18719]
['contig-0081822', 18719]
['contig-0090449', 18719]
['contig-0066413', 18718]
['contig-0107345', 18718]
['contig-0118827', 18718]
['contig-0126672', 18718]
['contig-0049981', 18717]
['contig-0052883', 18717]
['contig-0020312', 18716]
['contig-0056764', 18716]
['contig-0063452', 18716]
['contig-0073488', 18716]
['contig-0032283', 18714]
['contig-0070572', 18714]
['contig-0107635', 18714]
['contig-0111641', 18714]
['contig-0037099', 18713]
['contig-0038153', 18713]
['contig-0084546', 18713]
['contig-0101819', 18713]
['contig-0108823', 18713]
['contig-0029789', 18712]
['contig-0037377', 18711]
['contig-0052186', 18711]
['contig-0066470', 18711]
['contig-0078288', 18711]
['contig-0013947', 18710]
['contig-0046274', 18710]
['contig-0068588', 18710]
['contig-0013422', 18709]
['contig-0068405', 18709]
['contig-0086933', 18709]
['contig-0121489', 18709]
['contig-0001445', 18708]
['contig-0004825', 18708]
['contig-0006130', 18708]
['contig-0068473', 18708]
['contig-0075415', 18708]
['contig-0080632', 18708]
['contig-0056548', 18707]
['contig-0059729', 18706]
['contig-0120986', 18705]
['contig-0054968', 18704]
['contig-0120052', 18704]
['contig-0093974', 18703]
['contig-0006518', 18702]
['contig-0015670', 18702]
['contig-0035599', 18702]
['contig-0071701', 18702]
['contig-0020708', 18701]
['contig-0083057', 18701]
['contig-0087951', 18701]
['contig-0122982', 18701]
['contig-0018380', 18700]
['contig-0052014', 18700]
['contig-0073369', 18700]
['contig-0085449', 18700]
['contig-0004078', 18699]
['contig-0028445', 18699]
['contig-0052795', 18699]
['contig-0094403', 18699]
['contig-0084060', 18698]
['contig-0087126', 18698]
['contig-0124272', 18698]
['contig-0039634', 18697]
['contig-0063651', 18697]
['contig-0028664', 18696]
['contig-0105470', 18696]
['contig-0014198', 18695]
['contig-0055735', 18695]
['contig-0072266', 18695]
['contig-0074503', 18695]
['contig-0047997', 18694]
['contig-0077091', 18694]
['contig-0077355', 18694]
['contig-0103363', 18694]
['contig-0028901', 18693]
['contig-0004450', 18692]
['contig-0028410', 18692]
['contig-0070427', 18692]
['contig-0100324', 18692]
['contig-0123670', 18692]
['contig-0060504', 18691]
['contig-0128274', 18691]
['contig-0048308', 18690]
['contig-0102525', 18690]
['contig-0028950', 18689]
['contig-0122180', 18689]
['contig-0007767', 18688]
['contig-0079416', 18688]
['contig-0111711', 18688]
['contig-0010915', 18687]
['contig-0077730', 18687]
['contig-0106849', 18687]
['contig-0000558', 18686]
['contig-0042149', 18686]
['contig-0055620', 18686]
['contig-0058451', 18686]
['contig-0074114', 18686]
['contig-0109278', 18686]
['contig-0004625', 18685]
['contig-0036508', 18685]
['contig-0116261', 18685]
['contig-0061699', 18684]
['contig-0098033', 18684]
['contig-0009670', 18683]
['contig-0047660', 18683]
['contig-0102732', 18683]
['contig-0047633', 18682]
['contig-0082646', 18682]
['contig-0095528', 18682]
['contig-0101090', 18682]
['contig-0121651', 18682]
['contig-0006019', 18681]
['contig-0072942', 18681]
['contig-0100696', 18681]
['contig-0086124', 18680]
['contig-0123112', 18680]
['contig-0026587', 18679]
['contig-0011822', 18678]
['contig-0093571', 18677]
['contig-0112650', 18677]
['contig-0005408', 18676]
['contig-0027452', 18676]
['contig-0030590', 18676]
['contig-0064670', 18676]
['contig-0100279', 18676]
['contig-0039838', 18674]
['contig-0069093', 18674]
['contig-0075506', 18674]
['contig-0005471', 18673]
['contig-0039869', 18673]
['contig-0042440', 18673]
['contig-0057562', 18673]
['contig-0069911', 18673]
['contig-0017410', 18672]
['contig-0114361', 18672]
['contig-0011834', 18670]
['contig-0027306', 18670]
['contig-0032165', 18670]
['contig-0040985', 18670]
['contig-0062064', 18670]
['contig-0063405', 18670]
['contig-0002621', 18669]
['contig-0036796', 18669]
['contig-0045553', 18669]
['contig-0079929', 18669]
['contig-0034353', 18668]
['contig-0054335', 18667]
['contig-0068225', 18667]
['contig-0114312', 18667]
['contig-0026941', 18666]
['contig-0030381', 18666]
['contig-0034334', 18666]
['contig-0082990', 18666]
['contig-0059073', 18665]
['contig-0079479', 18665]
['contig-0059562', 18664]
['contig-0073566', 18664]
['contig-0102930', 18664]
['contig-0108633', 18664]
['contig-0029522', 18663]
['contig-0080473', 18663]
['contig-0121116', 18663]
['contig-0086471', 18662]
['contig-0052489', 18661]
['contig-0060469', 18661]
['contig-0075414', 18661]
['contig-0012181', 18660]
['contig-0064548', 18660]
['contig-0083239', 18660]
['contig-0105928', 18660]
['contig-0106951', 18659]
['contig-0026885', 18658]
['contig-0041103', 18658]
['contig-0083615', 18658]
['contig-0101649', 18658]
['contig-0007170', 18657]
['contig-0024649', 18657]
['contig-0034014', 18656]
['contig-0104762', 18656]
['contig-0056114', 18655]
['contig-0025897', 18654]
['contig-0126073', 18654]
['contig-0019989', 18653]
['contig-0069331', 18653]
['contig-0097460', 18653]
['contig-0118225', 18653]
['contig-0123189', 18653]
['contig-0067521', 18652]
['contig-0112097', 18652]
['contig-0095335', 18649]
['contig-0079629', 18648]
['contig-0022416', 18647]
['contig-0071179', 18647]
['contig-0091625', 18647]
['contig-0035440', 18645]
['contig-0125828', 18645]
['contig-0117447', 18644]
['contig-0119942', 18644]
['contig-0009776', 18643]
['contig-0019134', 18643]
['contig-0110755', 18643]
['contig-0065599', 18642]
['contig-0078077', 18642]
['contig-0074426', 18641]
['contig-0029787', 18639]
['contig-0043029', 18639]
['contig-0047431', 18639]
['contig-0078302', 18639]
['contig-0095893', 18638]
['contig-0038917', 18637]
['contig-0071799', 18637]
['contig-0079105', 18637]
['contig-0080330', 18637]
['contig-0101827', 18637]
['contig-0118405', 18637]
['contig-0013168', 18636]
['contig-0015059', 18636]
['contig-0066812', 18635]
['contig-0075833', 18635]
['contig-0076188', 18635]
['contig-0106833', 18635]
['contig-0111994', 18635]
['contig-0119098', 18634]
['contig-0048152', 18633]
['contig-0026541', 18632]
['contig-0036017', 18632]
['contig-0066130', 18632]
['contig-0103900', 18632]
['contig-0109176', 18632]
['contig-0003426', 18631]
['contig-0074317', 18631]
['contig-0120322', 18631]
['contig-0026262', 18630]
['contig-0043210', 18630]
['contig-0124212', 18630]
['contig-0015874', 18629]
['contig-0068784', 18629]
['contig-0072637', 18629]
['contig-0075825', 18629]
['contig-0004906', 18628]
['contig-0016828', 18628]
['contig-0037320', 18628]
['contig-0079963', 18628]
['contig-0097742', 18628]
['contig-0004290', 18627]
['contig-0083467', 18627]
['contig-0002881', 18626]
['contig-0033900', 18626]
['contig-0056089', 18626]
['contig-0036064', 18624]
['contig-0078021', 18624]
['contig-0008599', 18623]
['contig-0083477', 18622]
['contig-0014682', 18621]
['contig-0021429', 18621]
['contig-0046744', 18620]
['contig-0066327', 18620]
['contig-0075519', 18620]
['contig-0105341', 18620]
['contig-0035777', 18619]
['contig-0062255', 18619]
['contig-0046208', 18618]
['contig-0070949', 18618]
['contig-0118261', 18618]
['contig-0009529', 18617]
['contig-0025670', 18617]
['contig-0027286', 18617]
['contig-0061630', 18617]
['contig-0054040', 18616]
['contig-0061717', 18616]
['contig-0063102', 18616]
['contig-0126329', 18616]
['contig-0013540', 18615]
['contig-0042013', 18615]
['contig-0101224', 18615]
['contig-0102105', 18615]
['contig-0063042', 18614]
['contig-0052897', 18613]
['contig-0026939', 18612]
['contig-0084909', 18612]
['contig-0121915', 18612]
['contig-0125906', 18612]
['contig-0038370', 18611]
['contig-0087096', 18611]
['contig-0019410', 18610]
['contig-0033953', 18610]
['contig-0087806', 18610]
['contig-0108186', 18610]
['contig-0022584', 18609]
['contig-0075385', 18609]
['contig-0079037', 18609]
['contig-0096325', 18609]
['contig-0045289', 18608]
['contig-0047255', 18608]
['contig-0056423', 18608]
['contig-0121976', 18608]
['contig-0075364', 18607]
['contig-0109876', 18607]
['contig-0012399', 18606]
['contig-0022932', 18606]
['contig-0023755', 18605]
['contig-0029220', 18605]
['contig-0030420', 18605]
['contig-0075496', 18605]
['contig-0114029', 18605]
['contig-0002782', 18604]
['contig-0012843', 18604]
['contig-0051614', 18604]
['contig-0120031', 18604]
['contig-0126793', 18603]
['contig-0081117', 18602]
['contig-0104601', 18602]
['contig-0090186', 18601]
['contig-0122790', 18601]
['contig-0124617', 18601]
['contig-0064850', 18600]
['contig-0018414', 18599]
['contig-0025827', 18599]
['contig-0112181', 18599]
['contig-0009624', 18598]
['contig-0025002', 18598]
['contig-0044127', 18598]
['contig-0053196', 18597]
['contig-0078824', 18596]
['contig-0084620', 18596]
['contig-0113365', 18596]
['contig-0035510', 18595]
['contig-0060363', 18595]
['contig-0029795', 18594]
['contig-0064543', 18594]
['contig-0065235', 18594]
['contig-0016782', 18593]
['contig-0033104', 18593]
['contig-0060761', 18593]
['contig-0109192', 18593]
['contig-0037880', 18592]
['contig-0054479', 18591]
['contig-0078918', 18591]
['contig-0114496', 18591]
['contig-0085981', 18590]
['contig-0098347', 18590]
['contig-0009947', 18589]
['contig-0088325', 18589]
['contig-0007895', 18588]
['contig-0085247', 18588]
['contig-0100454', 18588]
['contig-0100657', 18588]
['contig-0120073', 18587]
['contig-0014084', 18586]
['contig-0096348', 18586]
['contig-0099188', 18586]
['contig-0061046', 18585]
['contig-0092395', 18585]
['contig-0112244', 18585]
['contig-0039806', 18584]
['contig-0081046', 18584]
['contig-0088828', 18584]
['contig-0058517', 18583]
['contig-0095250', 18583]
['contig-0100641', 18583]
['contig-0068281', 18582]
['contig-0033136', 18581]
['contig-0091097', 18581]
['contig-0009265', 18580]
['contig-0035046', 18580]
['contig-0071031', 18579]
['contig-0031833', 18578]
['contig-0028851', 18577]
['contig-0036312', 18576]
['contig-0095209', 18576]
['contig-0005448', 18575]
['contig-0012958', 18575]
['contig-0016399', 18575]
['contig-0019143', 18575]
['contig-0022909', 18575]
['contig-0059742', 18575]
['contig-0119549', 18575]
['contig-0027680', 18574]
['contig-0063898', 18574]
['contig-0122858', 18574]
['contig-0053600', 18573]
['contig-0060143', 18573]
['contig-0066033', 18572]
['contig-0078425', 18572]
['contig-0066515', 18571]
['contig-0067207', 18571]
['contig-0007088', 18570]
['contig-0075822', 18570]
['contig-0045442', 18569]
['contig-0117827', 18569]
['contig-0125816', 18569]
['contig-0023738', 18568]
['contig-0082842', 18568]
['contig-0082966', 18568]
['contig-0114612', 18568]
['contig-0056795', 18567]
['contig-0122766', 18567]
['contig-0011004', 18566]
['contig-0057368', 18566]
['contig-0069073', 18566]
['contig-0114021', 18566]
['contig-0013065', 18565]
['contig-0033799', 18565]
['contig-0040516', 18565]
['contig-0018329', 18564]
['contig-0070190', 18564]
['contig-0088545', 18564]
['contig-0088853', 18564]
['contig-0021681', 18563]
['contig-0027264', 18563]
['contig-0049731', 18563]
['contig-0062105', 18563]
['contig-0070347', 18563]
['contig-0079896', 18562]
['contig-0082596', 18562]
['contig-0101925', 18562]
['contig-0123857', 18562]
['contig-0092502', 18561]
['contig-0117240', 18561]
['contig-0030159', 18560]
['contig-0030462', 18560]
['contig-0037725', 18560]
['contig-0083524', 18560]
['contig-0090280', 18560]
['contig-0102970', 18559]
['contig-0070999', 18558]
['contig-0074631', 18558]
['contig-0122921', 18558]
['contig-0032721', 18557]
['contig-0093139', 18557]
['contig-0113761', 18557]
['contig-0088873', 18556]
['contig-0082521', 18555]
['contig-0087080', 18555]
['contig-0124202', 18555]
['contig-0078660', 18554]
['contig-0051116', 18553]
['contig-0057471', 18553]
['contig-0059466', 18552]
['contig-0090570', 18552]
['contig-0091815', 18552]
['contig-0000187', 18551]
['contig-0043657', 18551]
['contig-0050303', 18551]
['contig-0064610', 18551]
['contig-0115513', 18551]
['contig-0022252', 18550]
['contig-0024430', 18550]
['contig-0061510', 18550]
['contig-0093101', 18550]
['contig-0126808', 18550]
['contig-0036981', 18549]
['contig-0043607', 18548]
['contig-0056863', 18548]
['contig-0126401', 18548]
['contig-0103330', 18547]
['contig-0125505', 18547]
['contig-0045460', 18546]
['contig-0079239', 18545]
['contig-0006751', 18544]
['contig-0016805', 18544]
['contig-0077461', 18544]
['contig-0116561', 18544]
['contig-0127871', 18544]
['contig-0114199', 18543]
['contig-0126955', 18543]
['contig-0011664', 18542]
['contig-0041428', 18542]
['contig-0018211', 18540]
['contig-0019992', 18539]
['contig-0124106', 18539]
['contig-0081052', 18538]
['contig-0086193', 18538]
['contig-0062558', 18537]
['contig-0065805', 18537]
['contig-0086490', 18537]
['contig-0095084', 18537]
['contig-0100662', 18537]
['contig-0117750', 18537]
['contig-0031316', 18536]
['contig-0076349', 18536]
['contig-0086339', 18536]
['contig-0126406', 18535]
['contig-0037842', 18533]
['contig-0019414', 18532]
['contig-0046037', 18532]
['contig-0060026', 18532]
['contig-0006636', 18531]
['contig-0050192', 18531]
['contig-0090419', 18531]
['contig-0109416', 18531]
['contig-0028146', 18530]
['contig-0030318', 18530]
['contig-0037462', 18530]
['contig-0051477', 18530]
['contig-0108911', 18530]
['contig-0000066', 18529]
['contig-0014832', 18529]
['contig-0041243', 18529]
['contig-0047568', 18529]
['contig-0055907', 18529]
['contig-0009504', 18528]
['contig-0078022', 18528]
['contig-0080741', 18528]
['contig-0110398', 18528]
['contig-0112584', 18528]
['contig-0121909', 18528]
['contig-0025772', 18527]
['contig-0029055', 18527]
['contig-0030939', 18527]
['contig-0043446', 18527]
['contig-0049592', 18526]
['contig-0051822', 18526]
['contig-0023955', 18525]
['contig-0060648', 18525]
['contig-0019863', 18524]
['contig-0046660', 18524]
['contig-0029589', 18523]
['contig-0070620', 18523]
['contig-0051679', 18522]
['contig-0061578', 18522]
['contig-0069455', 18522]
['contig-0071669', 18522]
['contig-0093258', 18522]
['contig-0101842', 18522]
['contig-0028638', 18521]
['contig-0054907', 18521]
['contig-0068890', 18520]
['contig-0074495', 18520]
['contig-0093174', 18520]
['contig-0040231', 18519]
['contig-0005989', 18518]
['contig-0069752', 18518]
['contig-0085248', 18518]
['contig-0095282', 18518]
['contig-0098646', 18517]
['contig-0115055', 18517]
['contig-0022976', 18516]
['contig-0046483', 18516]
['contig-0058145', 18515]
['contig-0066703', 18515]
['contig-0071466', 18515]
['contig-0078229', 18515]
['contig-0008752', 18514]
['contig-0057218', 18514]
['contig-0066635', 18514]
['contig-0119381', 18514]
['contig-0118546', 18513]
['contig-0007100', 18512]
['contig-0024021', 18512]
['contig-0024262', 18512]
['contig-0048298', 18512]
['contig-0071524', 18512]
['contig-0074201', 18512]
['contig-0080209', 18512]
['contig-0110422', 18512]
['contig-0047190', 18511]
['contig-0115950', 18510]
['contig-0015225', 18509]
['contig-0045770', 18509]
['contig-0082921', 18509]
['contig-0017211', 18508]
['contig-0072953', 18508]
['contig-0010151', 18507]
['contig-0024661', 18507]
['contig-0082585', 18507]
['contig-0034493', 18506]
['contig-0067668', 18506]
['contig-0069974', 18506]
['contig-0116012', 18506]
['contig-0038609', 18505]
['contig-0056816', 18504]
['contig-0014401', 18503]
['contig-0060557', 18503]
['contig-0054592', 18502]
['contig-0082523', 18502]
['contig-0064124', 18501]
['contig-0071880', 18501]
['contig-0121602', 18501]
['contig-0122561', 18501]
['contig-0033117', 18500]
['contig-0054597', 18500]
['contig-0056794', 18500]
['contig-0014709', 18499]
['contig-0093556', 18499]
['contig-0118315', 18499]
['contig-0016817', 18498]
['contig-0028495', 18498]
['contig-0086332', 18498]
['contig-0115109', 18497]
['contig-0051122', 18496]
['contig-0100936', 18496]
['contig-0035580', 18495]
['contig-0082314', 18495]
['contig-0093643', 18494]
['contig-0065549', 18493]
['contig-0039535', 18492]
['contig-0056338', 18492]
['contig-0068878', 18492]
['contig-0071983', 18492]
['contig-0088732', 18492]
['contig-0118918', 18492]
['contig-0009386', 18491]
['contig-0093855', 18491]
['contig-0107030', 18491]
['contig-0028779', 18490]
['contig-0034034', 18490]
['contig-0020664', 18489]
['contig-0044711', 18489]
['contig-0049555', 18489]
['contig-0073112', 18489]
['contig-0029087', 18488]
['contig-0044530', 18488]
['contig-0078141', 18488]
['contig-0098604', 18488]
['contig-0117587', 18488]
['contig-0042385', 18487]
['contig-0089461', 18487]
['contig-0089628', 18487]
['contig-0105980', 18487]
['contig-0036650', 18486]
['contig-0041405', 18486]
['contig-0042855', 18486]
['contig-0055280', 18486]
['contig-0095985', 18486]
['contig-0077705', 18485]
['contig-0126004', 18485]
['contig-0031790', 18484]
['contig-0038213', 18484]
['contig-0054274', 18484]
['contig-0003638', 18483]
['contig-0068219', 18483]
['contig-0092846', 18483]
['contig-0123102', 18483]
['contig-0009106', 18482]
['contig-0016939', 18482]
['contig-0038636', 18482]
['contig-0038905', 18482]
['contig-0074793', 18482]
['contig-0075694', 18482]
['contig-0012454', 18481]
['contig-0047484', 18481]
