['HiC_scaffold_7', 132869780]
['HiC_scaffold_26790', 3513]
['HiC_scaffold_26791', 3513]
['HiC_scaffold_26792', 3512]
['HiC_scaffold_26793', 3512]
['HiC_scaffold_26794', 3512]
['HiC_scaffold_26795', 3511]
['HiC_scaffold_26796', 3511]
['HiC_scaffold_26797', 3511]
['HiC_scaffold_26798', 3510]
['HiC_scaffold_26799', 3510]
['HiC_scaffold_26800', 3509]
['HiC_scaffold_26801', 3509]
['HiC_scaffold_26802', 3509]
['HiC_scaffold_26803', 3509]
['HiC_scaffold_26804', 3508]
['HiC_scaffold_26805', 3508]
['HiC_scaffold_26806', 3508]
['HiC_scaffold_26807', 3508]
['HiC_scaffold_26808', 3508]
['HiC_scaffold_26809', 3508]
['HiC_scaffold_996', 3507]
['HiC_scaffold_9598', 3507]
['HiC_scaffold_26810', 3507]
['HiC_scaffold_26811', 3507]
['HiC_scaffold_26812', 3507]
['HiC_scaffold_26813', 3507]
['HiC_scaffold_26814', 3507]
['HiC_scaffold_26815', 3506]
['HiC_scaffold_26816', 3506]
['HiC_scaffold_26817', 3506]
['HiC_scaffold_26818', 3506]
['HiC_scaffold_7108', 3505]
['HiC_scaffold_8637', 3505]
['HiC_scaffold_26819', 3505]
['HiC_scaffold_26820', 3505]
['HiC_scaffold_5381', 3504]
['HiC_scaffold_8803', 3504]
['HiC_scaffold_26821', 3504]
['HiC_scaffold_26822', 3504]
['HiC_scaffold_26823', 3504]
['HiC_scaffold_26824', 3504]
['HiC_scaffold_4045', 3503]
['HiC_scaffold_26825', 3503]
['HiC_scaffold_26826', 3503]
['HiC_scaffold_26827', 3503]
['HiC_scaffold_26828', 3503]
['HiC_scaffold_26829', 3503]
['HiC_scaffold_26830', 3503]
['HiC_scaffold_26831', 3503]
['HiC_scaffold_26832', 3503]
['HiC_scaffold_26833', 3502]
['HiC_scaffold_26834', 3502]
['HiC_scaffold_26835', 3501]
['HiC_scaffold_26836', 3501]
['HiC_scaffold_26837', 3501]
['HiC_scaffold_26838', 3501]
['HiC_scaffold_26839', 3501]
['HiC_scaffold_26840', 3501]
['HiC_scaffold_26841', 3501]
['HiC_scaffold_10706', 3500]
['HiC_scaffold_26842', 3500]
['HiC_scaffold_26843', 3500]
['HiC_scaffold_26844', 3499]
['HiC_scaffold_26845', 3499]
['HiC_scaffold_26846', 3499]
['HiC_scaffold_26847', 3499]
['HiC_scaffold_26848', 3499]
['HiC_scaffold_26849', 3499]
['HiC_scaffold_26850', 3499]
['HiC_scaffold_26851', 3499]
['HiC_scaffold_26852', 3499]
['HiC_scaffold_26853', 3498]
['HiC_scaffold_26854', 3498]
['HiC_scaffold_26855', 3498]
['HiC_scaffold_26856', 3498]
['HiC_scaffold_26857', 3498]
['HiC_scaffold_26858', 3498]
['HiC_scaffold_26859', 3497]
['HiC_scaffold_26860', 3497]
['HiC_scaffold_26861', 3497]
['HiC_scaffold_26862', 3497]
['HiC_scaffold_26863', 3497]
['HiC_scaffold_26864', 3497]
['HiC_scaffold_26865', 3496]
['HiC_scaffold_26866', 3496]
['HiC_scaffold_7079', 3495]
['HiC_scaffold_26867', 3495]
['HiC_scaffold_26868', 3495]
['HiC_scaffold_26869', 3495]
['HiC_scaffold_4035', 3494]
['HiC_scaffold_26870', 3494]
['HiC_scaffold_26871', 3494]
['HiC_scaffold_26872', 3494]
['HiC_scaffold_26873', 3493]
['HiC_scaffold_26874', 3493]
['HiC_scaffold_26875', 3493]
['HiC_scaffold_26876', 3492]
['HiC_scaffold_26877', 3492]
['HiC_scaffold_26878', 3492]
['HiC_scaffold_26879', 3492]
['HiC_scaffold_26880', 3492]
['HiC_scaffold_26881', 3492]
['HiC_scaffold_26882', 3492]
['HiC_scaffold_26883', 3492]
['HiC_scaffold_6891', 3491]
['HiC_scaffold_10469', 3491]
['HiC_scaffold_26884', 3491]
['HiC_scaffold_26885', 3491]
['HiC_scaffold_26886', 3490]
['HiC_scaffold_26887', 3490]
['HiC_scaffold_26888', 3490]
['HiC_scaffold_26889', 3490]
['HiC_scaffold_10562', 3489]
['HiC_scaffold_26890', 3489]
['HiC_scaffold_26891', 3489]
['HiC_scaffold_26892', 3489]
['HiC_scaffold_26893', 3489]
['HiC_scaffold_26894', 3489]
['HiC_scaffold_26895', 3489]
['HiC_scaffold_26896', 3488]
['HiC_scaffold_26897', 3488]
['HiC_scaffold_26898', 3488]
['HiC_scaffold_26899', 3488]
['HiC_scaffold_26900', 3487]
['HiC_scaffold_26901', 3487]
['HiC_scaffold_26902', 3487]
['HiC_scaffold_26903', 3487]
['HiC_scaffold_26904', 3487]
['HiC_scaffold_26905', 3487]
['HiC_scaffold_10552', 3486]
['HiC_scaffold_26906', 3486]
['HiC_scaffold_26907', 3486]
['HiC_scaffold_26908', 3485]
['HiC_scaffold_26909', 3485]
['HiC_scaffold_26910', 3485]
['HiC_scaffold_26911', 3485]
['HiC_scaffold_3642', 3484]
['HiC_scaffold_26912', 3484]
['HiC_scaffold_26913', 3484]
['HiC_scaffold_26914', 3484]
['HiC_scaffold_26915', 3484]
['HiC_scaffold_26916', 3484]
['HiC_scaffold_26917', 3484]
['HiC_scaffold_6807', 3483]
['HiC_scaffold_26918', 3483]
['HiC_scaffold_26919', 3482]
['HiC_scaffold_26920', 3482]
['HiC_scaffold_26921', 3482]
['HiC_scaffold_26922', 3482]
['HiC_scaffold_26923', 3482]
['HiC_scaffold_26924', 3481]
['HiC_scaffold_26925', 3481]
['HiC_scaffold_26926', 3481]
['HiC_scaffold_6273', 3480]
['HiC_scaffold_26927', 3480]
['HiC_scaffold_26928', 3479]
['HiC_scaffold_26929', 3479]
['HiC_scaffold_26930', 3479]
['HiC_scaffold_26931', 3479]
['HiC_scaffold_26932', 3479]
['HiC_scaffold_3410', 3477]
['HiC_scaffold_26933', 3477]
['HiC_scaffold_26934', 3477]
['HiC_scaffold_26935', 3476]
['HiC_scaffold_5799', 3475]
['HiC_scaffold_9030', 3475]
['HiC_scaffold_26936', 3475]
['HiC_scaffold_26937', 3475]
['HiC_scaffold_26938', 3475]
['HiC_scaffold_26939', 3475]
['HiC_scaffold_26940', 3474]
['HiC_scaffold_5632', 3473]
['HiC_scaffold_26941', 3473]
['HiC_scaffold_26942', 3472]
['HiC_scaffold_26943', 3472]
['HiC_scaffold_26944', 3472]
['HiC_scaffold_26945', 3471]
['HiC_scaffold_26946', 3470]
['HiC_scaffold_26947', 3469]
['HiC_scaffold_26948', 3469]
['HiC_scaffold_26949', 3469]
['HiC_scaffold_26950', 3469]
['HiC_scaffold_26951', 3469]
['HiC_scaffold_26952', 3469]
['HiC_scaffold_26953', 3468]
['HiC_scaffold_26954', 3467]
['HiC_scaffold_26955', 3467]
['HiC_scaffold_26956', 3467]
['HiC_scaffold_26957', 3467]
['HiC_scaffold_6963', 3466]
['HiC_scaffold_26958', 3466]
['HiC_scaffold_26959', 3466]
['HiC_scaffold_26960', 3466]
['HiC_scaffold_26961', 3466]
['HiC_scaffold_26962', 3466]
['HiC_scaffold_26963', 3466]
['HiC_scaffold_9192', 3465]
['HiC_scaffold_26964', 3465]
['HiC_scaffold_10373', 3464]
['HiC_scaffold_26965', 3464]
['HiC_scaffold_26966', 3464]
['HiC_scaffold_26967', 3463]
['HiC_scaffold_26968', 3463]
['HiC_scaffold_26969', 3463]
['HiC_scaffold_26970', 3462]
['HiC_scaffold_26971', 3462]
['HiC_scaffold_26972', 3462]
['HiC_scaffold_26973', 3462]
['HiC_scaffold_26974', 3462]
['HiC_scaffold_26975', 3462]
['HiC_scaffold_26976', 3462]
['HiC_scaffold_26977', 3461]
['HiC_scaffold_26978', 3461]
['HiC_scaffold_26979', 3461]
['HiC_scaffold_26980', 3461]
['HiC_scaffold_26981', 3461]
['HiC_scaffold_26982', 3460]
['HiC_scaffold_26983', 3460]
['HiC_scaffold_26984', 3460]
['HiC_scaffold_26985', 3460]
['HiC_scaffold_26986', 3460]
['HiC_scaffold_26987', 3460]
['HiC_scaffold_26988', 3459]
['HiC_scaffold_26989', 3459]
['HiC_scaffold_26990', 3459]
['HiC_scaffold_26991', 3459]
['HiC_scaffold_26992', 3458]
['HiC_scaffold_26993', 3458]
['HiC_scaffold_26994', 3458]
['HiC_scaffold_26995', 3458]
['HiC_scaffold_26996', 3458]
['HiC_scaffold_26997', 3457]
['HiC_scaffold_26998', 3457]
['HiC_scaffold_26999', 3457]
['HiC_scaffold_27000', 3457]
['HiC_scaffold_4888', 3456]
['HiC_scaffold_7779', 3456]
['HiC_scaffold_27001', 3456]
['HiC_scaffold_27002', 3456]
['HiC_scaffold_27003', 3456]
['HiC_scaffold_27004', 3456]
['HiC_scaffold_27005', 3456]
['HiC_scaffold_9886', 3455]
['HiC_scaffold_27006', 3455]
['HiC_scaffold_27007', 3455]
['HiC_scaffold_27008', 3454]
['HiC_scaffold_27009', 3453]
['HiC_scaffold_27010', 3453]
['HiC_scaffold_27011', 3453]
['HiC_scaffold_8656', 3452]
['HiC_scaffold_27012', 3452]
['HiC_scaffold_27013', 3452]
['HiC_scaffold_27014', 3452]
['HiC_scaffold_27015', 3452]
['HiC_scaffold_27016', 3451]
['HiC_scaffold_27017', 3451]
['HiC_scaffold_27018', 3451]
['HiC_scaffold_10956', 3450]
['HiC_scaffold_27019', 3450]
['HiC_scaffold_27020', 3450]
['HiC_scaffold_27021', 3448]
['HiC_scaffold_27022', 3448]
['HiC_scaffold_27023', 3448]
['HiC_scaffold_27024', 3448]
['HiC_scaffold_27025', 3448]
['HiC_scaffold_27026', 3447]
['HiC_scaffold_6749', 3446]
['HiC_scaffold_27027', 3446]
['HiC_scaffold_27028', 3446]
['HiC_scaffold_27029', 3446]
['HiC_scaffold_10903', 3445]
['HiC_scaffold_27030', 3445]
['HiC_scaffold_27031', 3445]
['HiC_scaffold_27032', 3445]
['HiC_scaffold_27033', 3445]
['HiC_scaffold_27034', 3445]
['HiC_scaffold_27035', 3444]
['HiC_scaffold_27036', 3444]
['HiC_scaffold_27037', 3444]
['HiC_scaffold_27038', 3444]
['HiC_scaffold_27039', 3444]
['HiC_scaffold_27040', 3443]
['HiC_scaffold_27041', 3443]
['HiC_scaffold_27042', 3443]
['HiC_scaffold_27043', 3443]
['HiC_scaffold_27044', 3443]
['HiC_scaffold_27045', 3442]
['HiC_scaffold_27046', 3442]
['HiC_scaffold_27047', 3442]
['HiC_scaffold_27048', 3441]
['HiC_scaffold_27049', 3441]
['HiC_scaffold_27050', 3441]
['HiC_scaffold_27051', 3441]
['HiC_scaffold_27052', 3441]
['HiC_scaffold_27053', 3441]
['HiC_scaffold_27054', 3440]
['HiC_scaffold_27055', 3440]
['HiC_scaffold_27056', 3440]
['HiC_scaffold_27057', 3439]
['HiC_scaffold_27058', 3439]
['HiC_scaffold_27059', 3439]
['HiC_scaffold_27060', 3439]
['HiC_scaffold_27061', 3439]
['HiC_scaffold_27062', 3439]
['HiC_scaffold_27063', 3439]
['HiC_scaffold_5723', 3438]
['HiC_scaffold_27064', 3438]
['HiC_scaffold_27065', 3438]
['HiC_scaffold_27066', 3438]
['HiC_scaffold_27067', 3438]
['HiC_scaffold_27068', 3438]
['HiC_scaffold_27069', 3438]
['HiC_scaffold_27070', 3438]
['HiC_scaffold_27071', 3438]
['HiC_scaffold_27072', 3438]
['HiC_scaffold_27073', 3438]
['HiC_scaffold_27074', 3437]
['HiC_scaffold_27075', 3437]
['HiC_scaffold_27076', 3437]
['HiC_scaffold_27077', 3437]
['HiC_scaffold_27078', 3437]
['HiC_scaffold_27079', 3436]
['HiC_scaffold_27080', 3436]
['HiC_scaffold_27081', 3436]
['HiC_scaffold_27082', 3436]
['HiC_scaffold_27083', 3435]
['HiC_scaffold_27084', 3435]
['HiC_scaffold_27085', 3435]
['HiC_scaffold_27086', 3435]
['HiC_scaffold_27087', 3435]
['HiC_scaffold_4074', 3434]
['HiC_scaffold_6385', 3434]
['HiC_scaffold_8438', 3434]
['HiC_scaffold_27088', 3434]
['HiC_scaffold_27089', 3434]
['HiC_scaffold_27090', 3434]
['HiC_scaffold_27091', 3434]
['HiC_scaffold_27092', 3434]
['HiC_scaffold_27093', 3433]
['HiC_scaffold_27094', 3433]
['HiC_scaffold_27095', 3433]
['HiC_scaffold_3266', 3432]
['HiC_scaffold_27096', 3432]
['HiC_scaffold_27097', 3432]
['HiC_scaffold_27098', 3432]
['HiC_scaffold_27099', 3431]
['HiC_scaffold_27100', 3431]
['HiC_scaffold_27101', 3431]
['HiC_scaffold_27102', 3430]
['HiC_scaffold_27103', 3430]
['HiC_scaffold_27104', 3430]
['HiC_scaffold_27105', 3430]
['HiC_scaffold_27106', 3430]
['HiC_scaffold_27107', 3429]
['HiC_scaffold_27108', 3429]
['HiC_scaffold_8889', 3428]
['HiC_scaffold_27109', 3428]
['HiC_scaffold_27110', 3428]
['HiC_scaffold_27111', 3428]
['HiC_scaffold_1825', 3427]
['HiC_scaffold_27112', 3427]
['HiC_scaffold_27113', 3427]
['HiC_scaffold_27114', 3427]
['HiC_scaffold_27115', 3427]
['HiC_scaffold_27116', 3426]
['HiC_scaffold_6463', 3425]
['HiC_scaffold_27117', 3425]
['HiC_scaffold_27118', 3424]
['HiC_scaffold_27119', 3424]
['HiC_scaffold_27120', 3424]
['HiC_scaffold_27121', 3424]
['HiC_scaffold_27122', 3424]
['HiC_scaffold_27123', 3424]
['HiC_scaffold_27124', 3424]
['HiC_scaffold_27125', 3423]
['HiC_scaffold_27126', 3423]
['HiC_scaffold_27127', 3423]
['HiC_scaffold_27128', 3423]
['HiC_scaffold_27129', 3422]
['HiC_scaffold_27130', 3422]
['HiC_scaffold_27131', 3422]
['HiC_scaffold_27132', 3422]
['HiC_scaffold_27133', 3421]
['HiC_scaffold_27134', 3421]
['HiC_scaffold_27135', 3421]
['HiC_scaffold_3756', 3420]
['HiC_scaffold_27136', 3420]
['HiC_scaffold_27137', 3419]
['HiC_scaffold_27138', 3418]
['HiC_scaffold_27139', 3418]
['HiC_scaffold_27140', 3418]
['HiC_scaffold_27141', 3418]
['HiC_scaffold_27142', 3417]
['HiC_scaffold_27143', 3417]
['HiC_scaffold_27144', 3417]
['HiC_scaffold_27145', 3417]
['HiC_scaffold_27146', 3416]
['HiC_scaffold_27147', 3416]
['HiC_scaffold_27148', 3416]
['HiC_scaffold_27149', 3416]
['HiC_scaffold_27150', 3416]
['HiC_scaffold_27151', 3416]
['HiC_scaffold_4776', 3415]
['HiC_scaffold_27152', 3415]
['HiC_scaffold_27153', 3415]
['HiC_scaffold_27154', 3415]
['HiC_scaffold_27155', 3414]
['HiC_scaffold_27156', 3414]
['HiC_scaffold_27157', 3414]
['HiC_scaffold_27158', 3414]
['HiC_scaffold_27159', 3413]
['HiC_scaffold_27160', 3413]
['HiC_scaffold_27161', 3413]
['HiC_scaffold_27162', 3413]
['HiC_scaffold_27163', 3413]
['HiC_scaffold_4006', 3412]
['HiC_scaffold_27164', 3412]
['HiC_scaffold_27165', 3412]
['HiC_scaffold_27166', 3412]
['HiC_scaffold_27167', 3412]
['HiC_scaffold_8807', 3411]
['HiC_scaffold_27168', 3411]
['HiC_scaffold_27169', 3411]
['HiC_scaffold_27170', 3411]
['HiC_scaffold_27171', 3410]
['HiC_scaffold_27172', 3410]
['HiC_scaffold_27173', 3410]
['HiC_scaffold_27174', 3410]
['HiC_scaffold_27175', 3409]
['HiC_scaffold_27176', 3409]
['HiC_scaffold_27177', 3408]
['HiC_scaffold_27178', 3408]
['HiC_scaffold_27179', 3408]
['HiC_scaffold_27180', 3408]
['HiC_scaffold_6081', 3407]
['HiC_scaffold_27181', 3407]
['HiC_scaffold_27182', 3407]
['HiC_scaffold_27183', 3407]
['HiC_scaffold_5060', 3406]
['HiC_scaffold_27184', 3406]
['HiC_scaffold_27185', 3406]
['HiC_scaffold_27186', 3405]
['HiC_scaffold_27187', 3405]
['HiC_scaffold_27188', 3404]
['HiC_scaffold_27189', 3404]
['HiC_scaffold_27190', 3403]
['HiC_scaffold_27191', 3403]
['HiC_scaffold_27192', 3403]
['HiC_scaffold_27193', 3403]
['HiC_scaffold_27194', 3402]
['HiC_scaffold_27195', 3402]
['HiC_scaffold_27196', 3402]
['HiC_scaffold_27197', 3402]
['HiC_scaffold_27198', 3402]
['HiC_scaffold_27199', 3401]
['HiC_scaffold_27200', 3401]
['HiC_scaffold_27201', 3400]
['HiC_scaffold_27202', 3400]
['HiC_scaffold_27203', 3400]
['HiC_scaffold_27204', 3399]
['HiC_scaffold_27205', 3399]
['HiC_scaffold_27206', 3398]
['HiC_scaffold_27207', 3398]
['HiC_scaffold_27208', 3398]
['HiC_scaffold_27209', 3398]
['HiC_scaffold_27210', 3397]
['HiC_scaffold_27211', 3397]
['HiC_scaffold_27212', 3397]
['HiC_scaffold_27213', 3397]
['HiC_scaffold_27214', 3396]
['HiC_scaffold_27215', 3396]
['HiC_scaffold_27216', 3396]
['HiC_scaffold_27217', 3395]
['HiC_scaffold_27218', 3395]
['HiC_scaffold_27219', 3395]
['HiC_scaffold_27220', 3395]
['HiC_scaffold_27221', 3395]
['HiC_scaffold_27222', 3395]
['HiC_scaffold_2050', 3394]
['HiC_scaffold_27223', 3394]
['HiC_scaffold_27224', 3394]
['HiC_scaffold_27225', 3393]
['HiC_scaffold_27226', 3393]
['HiC_scaffold_27227', 3393]
['HiC_scaffold_27228', 3393]
['HiC_scaffold_27229', 3392]
['HiC_scaffold_27230', 3392]
['HiC_scaffold_27231', 3392]
['HiC_scaffold_27232', 3392]
['HiC_scaffold_27233', 3391]
['HiC_scaffold_27234', 3391]
['HiC_scaffold_27235', 3391]
['HiC_scaffold_27236', 3391]
['HiC_scaffold_27237', 3391]
['HiC_scaffold_27238', 3391]
['HiC_scaffold_3958', 3390]
['HiC_scaffold_9332', 3390]
['HiC_scaffold_27239', 3390]
['HiC_scaffold_27240', 3390]
['HiC_scaffold_27241', 3390]
['HiC_scaffold_27242', 3390]
['HiC_scaffold_27243', 3389]
['HiC_scaffold_27244', 3389]
['HiC_scaffold_27245', 3389]
['HiC_scaffold_7793', 3388]
['HiC_scaffold_27246', 3388]
['HiC_scaffold_27247', 3388]
['HiC_scaffold_2949', 3387]
['HiC_scaffold_27248', 3387]
['HiC_scaffold_27249', 3387]
['HiC_scaffold_27250', 3387]
['HiC_scaffold_27251', 3387]
['HiC_scaffold_27252', 3386]
['HiC_scaffold_27253', 3386]
['HiC_scaffold_27254', 3386]
['HiC_scaffold_27255', 3386]
['HiC_scaffold_855', 3385]
['HiC_scaffold_4114', 3385]
['HiC_scaffold_27256', 3385]
['HiC_scaffold_2761', 3384]
['HiC_scaffold_27257', 3384]
['HiC_scaffold_27258', 3384]
['HiC_scaffold_27259', 3384]
['HiC_scaffold_27260', 3384]
['HiC_scaffold_27261', 3384]
['HiC_scaffold_27262', 3384]
['HiC_scaffold_27263', 3383]
['HiC_scaffold_27264', 3383]
['HiC_scaffold_27265', 3383]
['HiC_scaffold_27266', 3383]
['HiC_scaffold_27267', 3382]
['HiC_scaffold_27268', 3382]
['HiC_scaffold_27269', 3382]
['HiC_scaffold_27270', 3382]
['HiC_scaffold_7407', 3381]
['HiC_scaffold_8540', 3381]
['HiC_scaffold_27271', 3381]
['HiC_scaffold_27272', 3381]
['HiC_scaffold_8936', 3380]
['HiC_scaffold_27273', 3380]
['HiC_scaffold_27274', 3380]
['HiC_scaffold_27275', 3380]
['HiC_scaffold_27276', 3380]
['HiC_scaffold_27277', 3379]
['HiC_scaffold_27278', 3379]
['HiC_scaffold_27279', 3379]
['HiC_scaffold_27280', 3379]
['HiC_scaffold_27281', 3379]
['HiC_scaffold_27282', 3379]
['HiC_scaffold_27283', 3379]
['HiC_scaffold_9133', 3378]
['HiC_scaffold_27284', 3378]
['HiC_scaffold_27285', 3378]
['HiC_scaffold_27286', 3378]
['HiC_scaffold_27287', 3377]
['HiC_scaffold_27288', 3377]
['HiC_scaffold_27289', 3377]
['HiC_scaffold_27290', 3377]
['HiC_scaffold_8672', 3376]
['HiC_scaffold_10181', 3376]
['HiC_scaffold_27291', 3376]
['HiC_scaffold_27292', 3376]
['HiC_scaffold_27293', 3376]
['HiC_scaffold_27294', 3376]
['HiC_scaffold_27295', 3376]
['HiC_scaffold_27296', 3375]
['HiC_scaffold_27297', 3375]
['HiC_scaffold_27298', 3375]
['HiC_scaffold_27299', 3375]
['HiC_scaffold_27300', 3375]
['HiC_scaffold_27301', 3374]
['HiC_scaffold_27302', 3374]
['HiC_scaffold_27303', 3374]
['HiC_scaffold_27304', 3374]
['HiC_scaffold_27305', 3374]
['HiC_scaffold_27306', 3374]
['HiC_scaffold_27307', 3373]
['HiC_scaffold_27308', 3373]
['HiC_scaffold_27309', 3373]
['HiC_scaffold_27310', 3373]
['HiC_scaffold_27311', 3373]
['HiC_scaffold_27312', 3373]
['HiC_scaffold_8963', 3371]
['HiC_scaffold_27313', 3371]
['HiC_scaffold_27314', 3371]
['HiC_scaffold_27315', 3371]
['HiC_scaffold_27316', 3371]
['HiC_scaffold_27317', 3370]
['HiC_scaffold_27318', 3370]
['HiC_scaffold_27319', 3370]
['HiC_scaffold_27320', 3370]
['HiC_scaffold_27321', 3370]
['HiC_scaffold_27322', 3369]
['HiC_scaffold_27323', 3369]
['HiC_scaffold_27324', 3369]
['HiC_scaffold_27325', 3369]
['HiC_scaffold_27326', 3369]
['HiC_scaffold_10932', 3368]
['HiC_scaffold_27327', 3368]
['HiC_scaffold_27328', 3368]
['HiC_scaffold_27329', 3367]
['HiC_scaffold_27330', 3367]
['HiC_scaffold_27331', 3367]
['HiC_scaffold_27332', 3367]
['HiC_scaffold_27333', 3366]
['HiC_scaffold_27334', 3366]
['HiC_scaffold_27335', 3366]
['HiC_scaffold_6435', 3365]
['HiC_scaffold_27336', 3365]
['HiC_scaffold_27337', 3365]
['HiC_scaffold_27338', 3364]
['HiC_scaffold_27339', 3364]
['HiC_scaffold_27340', 3364]
['HiC_scaffold_27341', 3364]
['HiC_scaffold_27342', 3364]
['HiC_scaffold_27343', 3364]
['HiC_scaffold_27344', 3363]
['HiC_scaffold_27345', 3362]
['HiC_scaffold_27346', 3362]
['HiC_scaffold_27347', 3362]
['HiC_scaffold_27348', 3362]
['HiC_scaffold_27349', 3362]
['HiC_scaffold_27350', 3361]
['HiC_scaffold_27351', 3361]
['HiC_scaffold_27352', 3361]
['HiC_scaffold_27353', 3360]
['HiC_scaffold_27354', 3360]
['HiC_scaffold_27355', 3360]
['HiC_scaffold_27356', 3360]
['HiC_scaffold_27357', 3360]
['HiC_scaffold_2900', 3359]
['HiC_scaffold_27358', 3359]
['HiC_scaffold_27359', 3359]
['HiC_scaffold_27360', 3359]
['HiC_scaffold_5478', 3358]
['HiC_scaffold_7100', 3358]
['HiC_scaffold_27361', 3358]
['HiC_scaffold_27362', 3358]
['HiC_scaffold_27363', 3358]
['HiC_scaffold_27364', 3358]
['HiC_scaffold_27365', 3357]
['HiC_scaffold_27366', 3357]
['HiC_scaffold_27367', 3357]
['HiC_scaffold_27368', 3355]
['HiC_scaffold_27369', 3355]
['HiC_scaffold_27370', 3355]
['HiC_scaffold_3864', 3354]
['HiC_scaffold_27371', 3354]
['HiC_scaffold_27372', 3353]
['HiC_scaffold_27373', 3353]
['HiC_scaffold_27374', 3353]
['HiC_scaffold_7354', 3351]
['HiC_scaffold_27375', 3351]
['HiC_scaffold_27376', 3351]
['HiC_scaffold_27377', 3351]
['HiC_scaffold_27378', 3351]
['HiC_scaffold_27379', 3350]
['HiC_scaffold_27380', 3350]
['HiC_scaffold_27381', 3350]
['HiC_scaffold_27382', 3350]
['HiC_scaffold_27383', 3350]
['HiC_scaffold_27384', 3350]
['HiC_scaffold_27385', 3350]
['HiC_scaffold_27386', 3349]
['HiC_scaffold_27387', 3349]
['HiC_scaffold_27388', 3349]
['HiC_scaffold_27389', 3348]
['HiC_scaffold_27390', 3348]
['HiC_scaffold_27391', 3348]
['HiC_scaffold_27392', 3347]
['HiC_scaffold_27393', 3347]
['HiC_scaffold_27394', 3347]
['HiC_scaffold_27395', 3347]
['HiC_scaffold_27396', 3347]
['HiC_scaffold_27397', 3347]
['HiC_scaffold_27398', 3347]
['HiC_scaffold_27399', 3347]
['HiC_scaffold_27400', 3346]
['HiC_scaffold_27401', 3346]
['HiC_scaffold_27402', 3346]
['HiC_scaffold_7684', 3345]
['HiC_scaffold_27403', 3345]
['HiC_scaffold_27404', 3345]
['HiC_scaffold_27405', 3345]
['HiC_scaffold_27406', 3345]
['HiC_scaffold_27407', 3345]
['HiC_scaffold_27408', 3344]
['HiC_scaffold_27409', 3344]
['HiC_scaffold_27410', 3344]
['HiC_scaffold_27411', 3343]
['HiC_scaffold_27412', 3343]
['HiC_scaffold_27413', 3343]
['HiC_scaffold_27414', 3342]
['HiC_scaffold_27415', 3342]
['HiC_scaffold_27416', 3341]
['HiC_scaffold_27417', 3341]
['HiC_scaffold_27418', 3341]
['HiC_scaffold_27419', 3341]
['HiC_scaffold_27420', 3341]
['HiC_scaffold_27421', 3340]
['HiC_scaffold_27422', 3340]
['HiC_scaffold_27423', 3340]
['HiC_scaffold_27424', 3340]
['HiC_scaffold_27425', 3340]
['HiC_scaffold_27426', 3340]
['HiC_scaffold_27427', 3340]
['HiC_scaffold_27428', 3339]
['HiC_scaffold_27429', 3339]
['HiC_scaffold_27430', 3339]
['HiC_scaffold_27431', 3339]
['HiC_scaffold_27432', 3339]
['HiC_scaffold_27433', 3339]
['HiC_scaffold_27434', 3339]
['HiC_scaffold_27435', 3339]
['HiC_scaffold_27436', 3339]
['HiC_scaffold_27437', 3339]
['HiC_scaffold_27438', 3338]
['HiC_scaffold_27439', 3338]
['HiC_scaffold_27440', 3338]
['HiC_scaffold_27441', 3338]
['HiC_scaffold_27442', 3338]
['HiC_scaffold_27443', 3338]
['HiC_scaffold_27444', 3337]
['HiC_scaffold_27445', 3337]
['HiC_scaffold_27446', 3337]
['HiC_scaffold_6917', 3336]
['HiC_scaffold_27447', 3336]
['HiC_scaffold_27448', 3336]
['HiC_scaffold_27449', 3336]
['HiC_scaffold_2735', 3335]
['HiC_scaffold_27450', 3335]
['HiC_scaffold_27451', 3335]
['HiC_scaffold_27452', 3335]
['HiC_scaffold_27453', 3335]
['HiC_scaffold_27454', 3335]
['HiC_scaffold_27455', 3335]
['HiC_scaffold_27456', 3335]
['HiC_scaffold_8263', 3334]
['HiC_scaffold_8488', 3334]
['HiC_scaffold_27457', 3334]
['HiC_scaffold_27458', 3334]
['HiC_scaffold_27459', 3334]
['HiC_scaffold_27460', 3334]
['HiC_scaffold_27461', 3333]
['HiC_scaffold_27462', 3333]
['HiC_scaffold_27463', 3333]
['HiC_scaffold_27464', 3333]
['HiC_scaffold_27465', 3333]
['HiC_scaffold_27466', 3333]
['HiC_scaffold_27467', 3333]
['HiC_scaffold_27468', 3333]
['HiC_scaffold_27469', 3333]
['HiC_scaffold_27470', 3332]
['HiC_scaffold_27471', 3332]
['HiC_scaffold_27472', 3332]
['HiC_scaffold_27473', 3332]
['HiC_scaffold_27474', 3332]
['HiC_scaffold_4295', 3331]
['HiC_scaffold_10133', 3331]
['HiC_scaffold_27475', 3331]
['HiC_scaffold_27476', 3330]
['HiC_scaffold_27477', 3330]
['HiC_scaffold_27478', 3330]
['HiC_scaffold_27479', 3330]
['HiC_scaffold_27480', 3330]
['HiC_scaffold_27481', 3330]
['HiC_scaffold_27482', 3329]
['HiC_scaffold_27483', 3329]
['HiC_scaffold_27484', 3329]
['HiC_scaffold_27485', 3329]
['HiC_scaffold_27486', 3328]
['HiC_scaffold_27487', 3328]
['HiC_scaffold_27488', 3327]
['HiC_scaffold_27489', 3327]
['HiC_scaffold_27490', 3327]
['HiC_scaffold_27491', 3327]
